,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Death
755,Jiangsu,Mainland China,32.97027,119.464,1/27/20 9:00,47.0,1.0,0.0
756,Jiangxi,Mainland China,27.61401,115.7221,1/27/20 9:00,48.0,1.0,0.0
757,Jilin,Mainland China,43.66657,126.1917,1/27/20 9:00,6.0,0.0,0.0
758,Liaoning,Mainland China,41.292840000000005,122.6086,1/27/20 9:00,27.0,0.0,0.0
759,Ningxia,Mainland China,37.26923,106.1655,1/27/20 9:00,7.0,0.0,0.0
760,Qinghai,Mainland China,35.65945,96.02564,1/27/20 9:00,4.0,0.0,0.0
761,Shaanxi,Mainland China,35.19165,108.8701,1/27/20 9:00,35.0,0.0,0.0
762,Shandong,Mainland China,36.34377,118.1529,1/27/20 9:00,75.0,0.0,0.0
763,Shanghai,Mainland China,31.20327,121.4554,1/27/20 9:00,53.0,3.0,1.0
764,Shanxi,Mainland China,37.57769,112.2922,1/27/20 9:00,13.0,0.0,0.0
765,Sichuan,Mainland China,30.617140000000003,102.7103,1/27/20 9:00,69.0,0.0,0.0
766,Tianjin,Mainland China,39.29362,117.333,1/27/20 9:00,22.0,0.0,0.0
767,Tibet,Mainland China,30.1534,88.7879,1/27/20 9:00,0.0,0.0,0.0
768,Xinjiang,Mainland China,41.11981,85.17822,1/27/20 9:00,5.0,0.0,0.0
769,Yunnan,Mainland China,24.97411,101.4868,1/27/20 9:00,26.0,0.0,0.0
770,Zhejiang,Mainland China,29.18251,120.0985,1/27/20 9:00,128.0,1.0,0.0
771,0,Thailand,13.7563,100.5018,1/27/20 9:00,8.0,2.0,0.0
772,0,Japan,35.6762,139.6503,1/27/20 9:00,4.0,1.0,0.0
773,0,South Korea,37.5665,126.978,1/27/20 9:00,4.0,0.0,0.0
774,Taiwan,Taiwan,23.6978,120.9605,1/27/20 9:00,5.0,0.0,0.0
775,"Seattle, WA",US,47.7511,-120.74,1/27/20 9:00,1.0,0.0,0.0
776,"Chicago, IL",US,40.6331,-89.3985,1/27/20 9:00,1.0,0.0,0.0
777,"Tempe, AZ",US,34.0489,-111.094,1/27/20 9:00,1.0,0.0,0.0
778,Macau,Macau,22.1987,113.5439,1/27/20 9:00,6.0,0.0,0.0
779,Hong Kong,Hong Kong,22.3193,114.1694,1/27/20 9:00,8.0,0.0,0.0
780,0,Singapore,1.3521,103.8198,1/27/20 9:00,4.0,0.0,0.0
781,0,Vietnam,21.0278,105.8342,1/27/20 9:00,2.0,0.0,0.0
782,0,France,46.2276,2.2137,1/27/20 9:00,3.0,0.0,0.0
783,0,Nepal,28.3949,84.124,1/27/20 9:00,1.0,0.0,0.0
784,0,Malaysia,4.2105,101.9758,1/27/20 9:00,4.0,0.0,0.0
785,"Toronto, ON",Canada,43.6532,-79.3832,1/27/20 9:00,1.0,0.0,0.0
786,British Columbia,Canada,49.2827,-123.121,1/27/20 9:00,0.0,0.0,0.0
787,"Orange, CA",US,33.7879,-117.8531,1/27/20 9:00,1.0,0.0,0.0
788,"Los Angeles, CA",US,34.0522,-118.2437,1/27/20 9:00,1.0,0.0,0.0
789,New South Wales,Australia,-33.8688,151.2093,1/27/20 9:00,4.0,0.0,0.0
790,Victoria,Australia,-37.8136,144.9631,1/27/20 9:00,1.0,0.0,0.0
791,Queensland,Australia,-27.4698,153.0251,1/27/20 9:00,0.0,0.0,0.0
792,0,Cambodia,12.5657,104.991,1/27/20 9:00,1.0,0.0,0.0
793,0,Sri Lanka,7.8731,80.7718,1/27/20 9:00,0.0,0.0,0.0
794,0,Germany,51.1657,10.4515,1/27/20 9:00,0.0,0.0,0.0
795,0,Finland,61.9241,25.7482,1/27/20 9:00,0.0,0.0,0.0
796,0,United Arab Emirates,23.4241,53.8478,1/27/20 9:00,0.0,0.0,0.0
797,0,Philippines,12.8797,121.774,1/27/20 9:00,0.0,0.0,0.0
798,0,India,20.5937,78.9629,1/27/20 9:00,0.0,0.0,0.0
799,"London, ON",Canada,42.9849,-81.2453,1/27/20 9:00,0.0,0.0,0.0
800,0,Italy,41.8719,12.5674,1/27/20 9:00,0.0,0.0,0.0
801,0,UK,55.3781,-3.4360000000000004,1/27/20 9:00,0.0,0.0,0.0
802,0,Russia,61.524,105.3188,1/27/20 9:00,0.0,0.0,0.0
803,0,Sweden,60.1282,18.6435,1/27/20 9:00,0.0,0.0,0.0
804,"Santa Clara, CA",US,37.3541,-121.9552,1/27/20 9:00,0.0,0.0,0.0
805,0,Spain,40.4637,-3.7492,1/27/20 9:00,0.0,0.0,0.0
806,South Australia,Australia,-34.9285,138.6007,1/27/20 9:00,0.0,0.0,0.0
807,"Boston, MA",US,42.3601,-71.0589,1/27/20 9:00,0.0,0.0,0.0
808,"San Benito, CA",US,36.5761,-120.9876,1/27/20 9:00,0.0,0.0,0.0
809,0,Belgium,50.5039,4.4699,1/27/20 9:00,0.0,0.0,0.0
810,"Madison, WI",US,43.0731,-89.4012,1/27/20 9:00,0.0,0.0,0.0
811,Diamond Princess cruise ship,Others,35.4437,129.638,1/27/20 9:00,0.0,0.0,0.0
812,"San Diego County, CA",US,32.7157,-117.1611,1/27/20 9:00,0.0,0.0,0.0
813,"San Antonio, TX",US,29.4241,-98.4936,1/27/20 9:00,0.0,0.0,0.0
814,Anhui,Mainland China,31.82571,117.2264,1/27/20 19:00,70.0,0.0,0.0
815,Beijing,Mainland China,40.18238,116.4142,1/27/20 19:00,80.0,2.0,1.0
816,Chongqing,Mainland China,30.05718,107.874,1/27/20 19:00,110.0,0.0,0.0
817,Fujian,Mainland China,26.07783,117.9895,1/27/20 19:00,59.0,0.0,0.0
818,Gansu,Mainland China,36.0611,103.8343,1/27/20 19:00,14.0,0.0,0.0
819,Guangdong,Mainland China,23.33841,113.422,1/27/20 19:00,151.0,4.0,0.0
820,Guangxi,Mainland China,23.82908,108.7881,1/27/20 19:00,46.0,0.0,0.0
821,Guizhou,Mainland China,26.81536,106.8748,1/27/20 19:00,7.0,0.0,0.0
822,Hainan,Mainland China,19.19673,109.7455,1/27/20 19:00,33.0,0.0,1.0
823,Hebei,Mainland China,38.0428,114.5149,1/27/20 19:00,18.0,0.0,1.0
824,Heilongjiang,Mainland China,47.862,127.7622,1/27/20 19:00,21.0,0.0,1.0
825,Henan,Mainland China,33.882020000000004,113.614,1/27/20 19:00,128.0,0.0,1.0
826,Hubei,Mainland China,30.97564,112.2707,1/27/20 19:00,1423.0,45.0,76.0
827,Hunan,Mainland China,27.61041,111.7088,1/27/20 19:00,100.0,0.0,0.0
828,Inner Mongolia,Mainland China,44.09448,113.9456,1/27/20 19:00,11.0,0.0,0.0
829,Jiangsu,Mainland China,32.97027,119.464,1/27/20 19:00,47.0,1.0,0.0
830,Jiangxi,Mainland China,27.61401,115.7221,1/27/20 19:00,72.0,2.0,0.0
831,Jilin,Mainland China,43.66657,126.1917,1/27/20 19:00,6.0,0.0,0.0
832,Liaoning,Mainland China,41.292840000000005,122.6086,1/27/20 19:00,27.0,0.0,0.0
833,Ningxia,Mainland China,37.26923,106.1655,1/27/20 19:00,7.0,0.0,0.0
834,Qinghai,Mainland China,35.65945,96.02564,1/27/20 19:00,6.0,0.0,0.0
835,Shaanxi,Mainland China,35.19165,108.8701,1/27/20 19:00,35.0,0.0,0.0
836,Shandong,Mainland China,36.34377,118.1529,1/27/20 19:00,75.0,0.0,0.0
837,Shanghai,Mainland China,31.20327,121.4554,1/27/20 19:00,53.0,3.0,1.0
838,Shanxi,Mainland China,37.57769,112.2922,1/27/20 19:00,13.0,0.0,0.0
839,Sichuan,Mainland China,30.617140000000003,102.7103,1/27/20 19:00,69.0,0.0,0.0
840,Tianjin,Mainland China,39.29362,117.333,1/27/20 19:00,23.0,0.0,0.0
841,Tibet,Mainland China,30.1534,88.7879,1/27/20 19:00,0.0,0.0,0.0
842,Xinjiang,Mainland China,41.11981,85.17822,1/27/20 19:00,5.0,0.0,0.0
843,Yunnan,Mainland China,24.97411,101.4868,1/27/20 19:00,26.0,0.0,0.0
844,Zhejiang,Mainland China,29.18251,120.0985,1/27/20 19:00,128.0,1.0,0.0
845,0,Thailand,13.7563,100.5018,1/27/20 19:00,8.0,2.0,0.0
846,0,Japan,35.6762,139.6503,1/27/20 19:00,4.0,1.0,0.0
847,0,South Korea,37.5665,126.978,1/27/20 19:00,4.0,0.0,0.0
848,Taiwan,Taiwan,23.6978,120.9605,1/27/20 19:00,5.0,0.0,0.0
849,"Seattle, WA",US,47.7511,-120.74,1/27/20 19:00,1.0,0.0,0.0
850,"Chicago, IL",US,40.6331,-89.3985,1/27/20 19:00,1.0,0.0,0.0
851,"Tempe, AZ",US,34.0489,-111.094,1/27/20 19:00,1.0,0.0,0.0
852,Macau,Macau,22.1987,113.5439,1/27/20 19:00,6.0,0.0,0.0
853,Hong Kong,Hong Kong,22.3193,114.1694,1/27/20 19:00,8.0,0.0,0.0
854,0,Singapore,1.3521,103.8198,1/27/20 19:00,5.0,0.0,0.0
855,0,Vietnam,21.0278,105.8342,1/27/20 19:00,2.0,0.0,0.0
856,0,France,46.2276,2.2137,1/27/20 19:00,3.0,0.0,0.0
857,0,Nepal,28.3949,84.124,1/27/20 19:00,1.0,0.0,0.0
858,0,Malaysia,4.2105,101.9758,1/27/20 19:00,4.0,0.0,0.0
859,"Toronto, ON",Canada,43.6532,-79.3832,1/27/20 19:00,1.0,0.0,0.0
860,British Columbia,Canada,49.2827,-123.121,1/27/20 19:00,0.0,0.0,0.0
861,"Orange, CA",US,33.7879,-117.8531,1/27/20 19:00,1.0,0.0,0.0
862,"Los Angeles, CA",US,34.0522,-118.2437,1/27/20 19:00,1.0,0.0,0.0
863,New South Wales,Australia,-33.8688,151.2093,1/27/20 19:00,4.0,0.0,0.0
864,Victoria,Australia,-37.8136,144.9631,1/27/20 19:00,1.0,0.0,0.0
865,Queensland,Australia,-27.4698,153.0251,1/27/20 19:00,0.0,0.0,0.0
866,0,Cambodia,12.5657,104.991,1/27/20 19:00,1.0,0.0,0.0
867,0,Sri Lanka,7.8731,80.7718,1/27/20 19:00,1.0,0.0,0.0
868,0,Germany,51.1657,10.4515,1/27/20 19:00,0.0,0.0,0.0
869,0,Finland,61.9241,25.7482,1/27/20 19:00,0.0,0.0,0.0
870,0,United Arab Emirates,23.4241,53.8478,1/27/20 19:00,0.0,0.0,0.0
871,0,Philippines,12.8797,121.774,1/27/20 19:00,0.0,0.0,0.0
872,0,India,20.5937,78.9629,1/27/20 19:00,0.0,0.0,0.0
873,"London, ON",Canada,42.9849,-81.2453,1/27/20 19:00,0.0,0.0,0.0
874,0,Italy,41.8719,12.5674,1/27/20 19:00,0.0,0.0,0.0
875,0,UK,55.3781,-3.4360000000000004,1/27/20 19:00,0.0,0.0,0.0
876,0,Russia,61.524,105.3188,1/27/20 19:00,0.0,0.0,0.0
877,0,Sweden,60.1282,18.6435,1/27/20 19:00,0.0,0.0,0.0
878,"Santa Clara, CA",US,37.3541,-121.9552,1/27/20 19:00,0.0,0.0,0.0
879,0,Spain,40.4637,-3.7492,1/27/20 19:00,0.0,0.0,0.0
880,South Australia,Australia,-34.9285,138.6007,1/27/20 19:00,0.0,0.0,0.0
881,"Boston, MA",US,42.3601,-71.0589,1/27/20 19:00,0.0,0.0,0.0
882,"San Benito, CA",US,36.5761,-120.9876,1/27/20 19:00,0.0,0.0,0.0
883,0,Belgium,50.5039,4.4699,1/27/20 19:00,0.0,0.0,0.0
884,"Madison, WI",US,43.0731,-89.4012,1/27/20 19:00,0.0,0.0,0.0
885,Diamond Princess cruise ship,Others,35.4437,129.638,1/27/20 19:00,0.0,0.0,0.0
886,"San Diego County, CA",US,32.7157,-117.1611,1/27/20 19:00,0.0,0.0,0.0
887,"San Antonio, TX",US,29.4241,-98.4936,1/27/20 19:00,0.0,0.0,0.0
888,Anhui,Mainland China,31.82571,117.2264,1/27/20 20:30,106.0,0.0,0.0
889,Beijing,Mainland China,40.18238,116.4142,1/27/20 20:30,80.0,2.0,1.0
890,Chongqing,Mainland China,30.05718,107.874,1/27/20 20:30,132.0,0.0,0.0
891,Fujian,Mainland China,26.07783,117.9895,1/27/20 20:30,59.0,0.0,0.0
892,Gansu,Mainland China,36.0611,103.8343,1/27/20 20:30,19.0,0.0,0.0
893,Guangdong,Mainland China,23.33841,113.422,1/27/20 20:30,151.0,4.0,0.0
894,Guangxi,Mainland China,23.82908,108.7881,1/27/20 20:30,51.0,0.0,0.0
895,Guizhou,Mainland China,26.81536,106.8748,1/27/20 20:30,9.0,0.0,0.0
896,Hainan,Mainland China,19.19673,109.7455,1/27/20 20:30,33.0,0.0,1.0
897,Hebei,Mainland China,38.0428,114.5149,1/27/20 20:30,33.0,0.0,1.0
898,Heilongjiang,Mainland China,47.862,127.7622,1/27/20 20:30,30.0,0.0,1.0
899,Henan,Mainland China,33.882020000000004,113.614,1/27/20 20:30,168.0,0.0,1.0
900,Hubei,Mainland China,30.97564,112.2707,1/27/20 20:30,2714.0,47.0,100.0
901,Hunan,Mainland China,27.61041,111.7088,1/27/20 20:30,100.0,0.0,0.0
902,Inner Mongolia,Mainland China,44.09448,113.9456,1/27/20 20:30,11.0,0.0,0.0
903,Jiangsu,Mainland China,32.97027,119.464,1/27/20 20:30,70.0,1.0,0.0
904,Jiangxi,Mainland China,27.61401,115.7221,1/27/20 20:30,72.0,2.0,0.0
905,Jilin,Mainland China,43.66657,126.1917,1/27/20 20:30,6.0,0.0,0.0
906,Liaoning,Mainland China,41.292840000000005,122.6086,1/27/20 20:30,27.0,0.0,0.0
907,Ningxia,Mainland China,37.26923,106.1655,1/27/20 20:30,7.0,0.0,0.0
908,Qinghai,Mainland China,35.65945,96.02564,1/27/20 20:30,6.0,0.0,0.0
909,Shaanxi,Mainland China,35.19165,108.8701,1/27/20 20:30,35.0,0.0,0.0
910,Shandong,Mainland China,36.34377,118.1529,1/27/20 20:30,87.0,0.0,0.0
911,Shanghai,Mainland China,31.20327,121.4554,1/27/20 20:30,66.0,3.0,1.0
912,Shanxi,Mainland China,37.57769,112.2922,1/27/20 20:30,20.0,0.0,0.0
913,Sichuan,Mainland China,30.617140000000003,102.7103,1/27/20 20:30,90.0,0.0,0.0
914,Tianjin,Mainland China,39.29362,117.333,1/27/20 20:30,23.0,0.0,0.0
915,Tibet,Mainland China,30.1534,88.7879,1/27/20 20:30,0.0,0.0,0.0
916,Xinjiang,Mainland China,41.11981,85.17822,1/27/20 20:30,5.0,0.0,0.0
917,Yunnan,Mainland China,24.97411,101.4868,1/27/20 20:30,26.0,0.0,0.0
918,Zhejiang,Mainland China,29.18251,120.0985,1/27/20 20:30,173.0,1.0,0.0
919,0,Thailand,13.7563,100.5018,1/27/20 20:30,8.0,2.0,0.0
920,0,Japan,35.6762,139.6503,1/27/20 20:30,4.0,1.0,0.0
921,0,South Korea,37.5665,126.978,1/27/20 20:30,4.0,0.0,0.0
922,Taiwan,Taiwan,23.6978,120.9605,1/27/20 20:30,5.0,0.0,0.0
923,"Seattle, WA",US,47.7511,-120.74,1/27/20 20:30,1.0,0.0,0.0
924,"Chicago, IL",US,40.6331,-89.3985,1/27/20 20:30,1.0,0.0,0.0
925,"Tempe, AZ",US,34.0489,-111.094,1/27/20 20:30,1.0,0.0,0.0
926,Macau,Macau,22.1987,113.5439,1/27/20 20:30,6.0,0.0,0.0
927,Hong Kong,Hong Kong,22.3193,114.1694,1/27/20 20:30,8.0,0.0,0.0
928,0,Singapore,1.3521,103.8198,1/27/20 20:30,5.0,0.0,0.0
929,0,Vietnam,21.0278,105.8342,1/27/20 20:30,2.0,0.0,0.0
930,0,France,46.2276,2.2137,1/27/20 20:30,3.0,0.0,0.0
931,0,Nepal,28.3949,84.124,1/27/20 20:30,1.0,0.0,0.0
932,0,Malaysia,4.2105,101.9758,1/27/20 20:30,4.0,0.0,0.0
933,"Toronto, ON",Canada,43.6532,-79.3832,1/27/20 20:30,1.0,0.0,0.0
934,British Columbia,Canada,49.2827,-123.121,1/27/20 20:30,0.0,0.0,0.0
935,"Orange, CA",US,33.7879,-117.8531,1/27/20 20:30,1.0,0.0,0.0
936,"Los Angeles, CA",US,34.0522,-118.2437,1/27/20 20:30,1.0,0.0,0.0
937,New South Wales,Australia,-33.8688,151.2093,1/27/20 20:30,4.0,0.0,0.0
938,Victoria,Australia,-37.8136,144.9631,1/27/20 20:30,1.0,0.0,0.0
939,Queensland,Australia,-27.4698,153.0251,1/27/20 20:30,0.0,0.0,0.0
940,0,Cambodia,12.5657,104.991,1/27/20 20:30,1.0,0.0,0.0
941,0,Sri Lanka,7.8731,80.7718,1/27/20 20:30,1.0,0.0,0.0
942,0,Germany,51.1657,10.4515,1/27/20 20:30,1.0,0.0,0.0
943,0,Finland,61.9241,25.7482,1/27/20 20:30,0.0,0.0,0.0
944,0,United Arab Emirates,23.4241,53.8478,1/27/20 20:30,0.0,0.0,0.0
945,0,Philippines,12.8797,121.774,1/27/20 20:30,0.0,0.0,0.0
946,0,India,20.5937,78.9629,1/27/20 20:30,0.0,0.0,0.0
947,"London, ON",Canada,42.9849,-81.2453,1/27/20 20:30,0.0,0.0,0.0
948,0,Italy,41.8719,12.5674,1/27/20 20:30,0.0,0.0,0.0
949,0,UK,55.3781,-3.4360000000000004,1/27/20 20:30,0.0,0.0,0.0
950,0,Russia,61.524,105.3188,1/27/20 20:30,0.0,0.0,0.0
951,0,Sweden,60.1282,18.6435,1/27/20 20:30,0.0,0.0,0.0
952,"Santa Clara, CA",US,37.3541,-121.9552,1/27/20 20:30,0.0,0.0,0.0
953,0,Spain,40.4637,-3.7492,1/27/20 20:30,0.0,0.0,0.0
954,South Australia,Australia,-34.9285,138.6007,1/27/20 20:30,0.0,0.0,0.0
955,"Boston, MA",US,42.3601,-71.0589,1/27/20 20:30,0.0,0.0,0.0
956,"San Benito, CA",US,36.5761,-120.9876,1/27/20 20:30,0.0,0.0,0.0
957,0,Belgium,50.5039,4.4699,1/27/20 20:30,0.0,0.0,0.0
958,"Madison, WI",US,43.0731,-89.4012,1/27/20 20:30,0.0,0.0,0.0
959,Diamond Princess cruise ship,Others,35.4437,129.638,1/27/20 20:30,0.0,0.0,0.0
960,"San Diego County, CA",US,32.7157,-117.1611,1/27/20 20:30,0.0,0.0,0.0
961,"San Antonio, TX",US,29.4241,-98.4936,1/27/20 20:30,0.0,0.0,0.0
962,Anhui,Mainland China,31.82571,117.2264,1/28/20 13:00,106.0,0.0,0.0
963,Beijing,Mainland China,40.18238,116.4142,1/28/20 13:00,91.0,4.0,1.0
964,Chongqing,Mainland China,30.05718,107.874,1/28/20 13:00,132.0,0.0,0.0
965,Fujian,Mainland China,26.07783,117.9895,1/28/20 13:00,80.0,0.0,0.0
966,Gansu,Mainland China,36.0611,103.8343,1/28/20 13:00,19.0,0.0,0.0
967,Guangdong,Mainland China,23.33841,113.422,1/28/20 13:00,207.0,4.0,0.0
968,Guangxi,Mainland China,23.82908,108.7881,1/28/20 13:00,51.0,2.0,0.0
969,Guizhou,Mainland China,26.81536,106.8748,1/28/20 13:00,9.0,0.0,0.0
970,Hainan,Mainland China,19.19673,109.7455,1/28/20 13:00,40.0,0.0,1.0
971,Hebei,Mainland China,38.0428,114.5149,1/28/20 13:00,33.0,0.0,1.0
972,Heilongjiang,Mainland China,47.862,127.7622,1/28/20 13:00,33.0,0.0,1.0
973,Henan,Mainland China,33.882020000000004,113.614,1/28/20 13:00,168.0,0.0,1.0
974,Hubei,Mainland China,30.97564,112.2707,1/28/20 13:00,2714.0,52.0,100.0
975,Hunan,Mainland China,27.61041,111.7088,1/28/20 13:00,143.0,0.0,0.0
976,Inner Mongolia,Mainland China,44.09448,113.9456,1/28/20 13:00,15.0,0.0,0.0
977,Jiangsu,Mainland China,32.97027,119.464,1/28/20 13:00,70.0,1.0,0.0
978,Jiangxi,Mainland China,27.61401,115.7221,1/28/20 13:00,72.0,3.0,0.0
979,Jilin,Mainland China,43.66657,126.1917,1/28/20 13:00,8.0,0.0,0.0
980,Liaoning,Mainland China,41.292840000000005,122.6086,1/28/20 13:00,34.0,0.0,0.0
981,Ningxia,Mainland China,37.26923,106.1655,1/28/20 13:00,11.0,0.0,0.0
982,Qinghai,Mainland China,35.65945,96.02564,1/28/20 13:00,6.0,0.0,0.0
983,Shaanxi,Mainland China,35.19165,108.8701,1/28/20 13:00,46.0,0.0,0.0
984,Shandong,Mainland China,36.34377,118.1529,1/28/20 13:00,95.0,0.0,0.0
985,Shanghai,Mainland China,31.20327,121.4554,1/28/20 13:00,66.0,4.0,1.0
986,Shanxi,Mainland China,37.57769,112.2922,1/28/20 13:00,20.0,0.0,0.0
987,Sichuan,Mainland China,30.617140000000003,102.7103,1/28/20 13:00,90.0,0.0,0.0
988,Tianjin,Mainland China,39.29362,117.333,1/28/20 13:00,24.0,0.0,0.0
989,Tibet,Mainland China,30.1534,88.7879,1/28/20 13:00,0.0,0.0,0.0
990,Xinjiang,Mainland China,41.11981,85.17822,1/28/20 13:00,10.0,0.0,0.0
991,Yunnan,Mainland China,24.97411,101.4868,1/28/20 13:00,44.0,0.0,0.0
992,Zhejiang,Mainland China,29.18251,120.0985,1/28/20 13:00,173.0,3.0,0.0
993,0,Thailand,13.7563,100.5018,1/28/20 13:00,14.0,5.0,0.0
994,0,Japan,35.6762,139.6503,1/28/20 13:00,7.0,1.0,0.0
995,0,South Korea,37.5665,126.978,1/28/20 13:00,4.0,0.0,0.0
996,Taiwan,Taiwan,23.6978,120.9605,1/28/20 13:00,8.0,0.0,0.0
997,"Seattle, WA",US,47.7511,-120.74,1/28/20 13:00,1.0,0.0,0.0
998,"Chicago, IL",US,40.6331,-89.3985,1/28/20 13:00,1.0,0.0,0.0
999,"Tempe, AZ",US,34.0489,-111.094,1/28/20 13:00,1.0,0.0,0.0
1000,Macau,Macau,22.1987,113.5439,1/28/20 13:00,7.0,0.0,0.0
1001,Hong Kong,Hong Kong,22.3193,114.1694,1/28/20 13:00,8.0,0.0,0.0
1002,0,Singapore,1.3521,103.8198,1/28/20 13:00,7.0,0.0,0.0
1003,0,Vietnam,21.0278,105.8342,1/28/20 13:00,2.0,0.0,0.0
1004,0,France,46.2276,2.2137,1/28/20 13:00,3.0,0.0,0.0
1005,0,Nepal,28.3949,84.124,1/28/20 13:00,1.0,0.0,0.0
1006,0,Malaysia,4.2105,101.9758,1/28/20 13:00,4.0,0.0,0.0
1007,"Toronto, ON",Canada,43.6532,-79.3832,1/28/20 13:00,1.0,0.0,0.0
1008,British Columbia,Canada,49.2827,-123.121,1/28/20 13:00,1.0,0.0,0.0
1009,"Orange, CA",US,33.7879,-117.8531,1/28/20 13:00,1.0,0.0,0.0
1010,"Los Angeles, CA",US,34.0522,-118.2437,1/28/20 13:00,1.0,0.0,0.0
1011,New South Wales,Australia,-33.8688,151.2093,1/28/20 13:00,4.0,0.0,0.0
1012,Victoria,Australia,-37.8136,144.9631,1/28/20 13:00,1.0,0.0,0.0
1013,Queensland,Australia,-27.4698,153.0251,1/28/20 13:00,0.0,0.0,0.0
1014,0,Cambodia,12.5657,104.991,1/28/20 13:00,1.0,0.0,0.0
1015,0,Sri Lanka,7.8731,80.7718,1/28/20 13:00,1.0,0.0,0.0
1016,0,Germany,51.1657,10.4515,1/28/20 13:00,1.0,0.0,0.0
1017,0,Finland,61.9241,25.7482,1/28/20 13:00,0.0,0.0,0.0
1018,0,United Arab Emirates,23.4241,53.8478,1/28/20 13:00,0.0,0.0,0.0
1019,0,Philippines,12.8797,121.774,1/28/20 13:00,0.0,0.0,0.0
1020,0,India,20.5937,78.9629,1/28/20 13:00,0.0,0.0,0.0
1021,"London, ON",Canada,42.9849,-81.2453,1/28/20 13:00,0.0,0.0,0.0
1022,0,Italy,41.8719,12.5674,1/28/20 13:00,0.0,0.0,0.0
1023,0,UK,55.3781,-3.4360000000000004,1/28/20 13:00,0.0,0.0,0.0
1024,0,Russia,61.524,105.3188,1/28/20 13:00,0.0,0.0,0.0
1025,0,Sweden,60.1282,18.6435,1/28/20 13:00,0.0,0.0,0.0
1026,"Santa Clara, CA",US,37.3541,-121.9552,1/28/20 13:00,0.0,0.0,0.0
1027,0,Spain,40.4637,-3.7492,1/28/20 13:00,0.0,0.0,0.0
1028,South Australia,Australia,-34.9285,138.6007,1/28/20 13:00,0.0,0.0,0.0
1029,"Boston, MA",US,42.3601,-71.0589,1/28/20 13:00,0.0,0.0,0.0
1030,"San Benito, CA",US,36.5761,-120.9876,1/28/20 13:00,0.0,0.0,0.0
1031,0,Belgium,50.5039,4.4699,1/28/20 13:00,0.0,0.0,0.0
1032,"Madison, WI",US,43.0731,-89.4012,1/28/20 13:00,0.0,0.0,0.0
1033,Diamond Princess cruise ship,Others,35.4437,129.638,1/28/20 13:00,0.0,0.0,0.0
1034,"San Diego County, CA",US,32.7157,-117.1611,1/28/20 13:00,0.0,0.0,0.0
1035,"San Antonio, TX",US,29.4241,-98.4936,1/28/20 13:00,0.0,0.0,0.0
1036,Anhui,Mainland China,31.82571,117.2264,1/28/20 18:00,106.0,0.0,0.0
1037,Beijing,Mainland China,40.18238,116.4142,1/28/20 18:00,91.0,4.0,1.0
1038,Chongqing,Mainland China,30.05718,107.874,1/28/20 18:00,132.0,0.0,0.0
1039,Fujian,Mainland China,26.07783,117.9895,1/28/20 18:00,80.0,0.0,0.0
1040,Gansu,Mainland China,36.0611,103.8343,1/28/20 18:00,19.0,0.0,0.0
1041,Guangdong,Mainland China,23.33841,113.422,1/28/20 18:00,207.0,4.0,0.0
1042,Guangxi,Mainland China,23.82908,108.7881,1/28/20 18:00,51.0,2.0,0.0
1043,Guizhou,Mainland China,26.81536,106.8748,1/28/20 18:00,9.0,0.0,0.0
1044,Hainan,Mainland China,19.19673,109.7455,1/28/20 18:00,40.0,0.0,1.0
1045,Hebei,Mainland China,38.0428,114.5149,1/28/20 18:00,33.0,0.0,1.0
1046,Heilongjiang,Mainland China,47.862,127.7622,1/28/20 18:00,33.0,0.0,1.0
1047,Henan,Mainland China,33.882020000000004,113.614,1/28/20 18:00,168.0,0.0,1.0
1048,Hubei,Mainland China,30.97564,112.2707,1/28/20 18:00,3554.0,80.0,125.0
1049,Hunan,Mainland China,27.61041,111.7088,1/28/20 18:00,143.0,0.0,0.0
1050,Inner Mongolia,Mainland China,44.09448,113.9456,1/28/20 18:00,15.0,0.0,0.0
1051,Jiangsu,Mainland China,32.97027,119.464,1/28/20 18:00,70.0,1.0,0.0
1052,Jiangxi,Mainland China,27.61401,115.7221,1/28/20 18:00,109.0,3.0,0.0
1053,Jilin,Mainland China,43.66657,126.1917,1/28/20 18:00,8.0,0.0,0.0
1054,Liaoning,Mainland China,41.292840000000005,122.6086,1/28/20 18:00,34.0,0.0,0.0
1055,Ningxia,Mainland China,37.26923,106.1655,1/28/20 18:00,11.0,0.0,0.0
1056,Qinghai,Mainland China,35.65945,96.02564,1/28/20 18:00,6.0,0.0,0.0
1057,Shaanxi,Mainland China,35.19165,108.8701,1/28/20 18:00,46.0,0.0,0.0
1058,Shandong,Mainland China,36.34377,118.1529,1/28/20 18:00,95.0,0.0,0.0
1059,Shanghai,Mainland China,31.20327,121.4554,1/28/20 18:00,66.0,4.0,1.0
1060,Shanxi,Mainland China,37.57769,112.2922,1/28/20 18:00,27.0,0.0,0.0
1061,Sichuan,Mainland China,30.617140000000003,102.7103,1/28/20 18:00,90.0,0.0,0.0
1062,Tianjin,Mainland China,39.29362,117.333,1/28/20 18:00,24.0,0.0,0.0
1063,Tibet,Mainland China,30.1534,88.7879,1/28/20 18:00,0.0,0.0,0.0
1064,Xinjiang,Mainland China,41.11981,85.17822,1/28/20 18:00,10.0,0.0,0.0
1065,Yunnan,Mainland China,24.97411,101.4868,1/28/20 18:00,44.0,0.0,0.0
